,crawl_date,domain,url,mime_type_web_server,mime_type_tika,language,content
671875,20210702,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
677829,20210709,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
683687,20210716,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
689742,20210723,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
695438,20210730,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
701226,20210806,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
707824,20210813,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
714319,20210820,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
720826,20210827,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
726559,20210903,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
732289,20210910,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs View More... I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
738030,20210917,subscribe.wainfleet.ca,https://subscribe.wainfleet.ca/Subscribe,text/html,application/xhtml+xml,en,"Subscribe              - Wainfleet  Close Alert Banner Skip to Content Living Here Animal Services Building and Renovating Businesses and Organizations Cemeteries Community Calendar Drainage Education Emergency Services Garbage and Recycling Health Care Library Parking Property Taxes Roads Rural Living Septic Systems Significant Weather Events Water Services Beaches Recreation and Culture Airport Arena and Skating Beaches Businesses and Organizations Community Calendar Facility Rentals Festivals and Events History Library Parks and Trails Photo Gallery Recreation Visiting Wainfleet Build and Invest Agriculture Building and Renovating Businesses and Organizations Community Profile Economic Development Planning Services Property Taxes Tenders and RFPs Town Hall A-Z Services Accessibility Applications, Licences and Permits Budget and Financial Reports By-laws Careers Commissioner of Oaths Committees Contact Us Council COVID-19 Freedom of Information Maps Municipal Elections News and Notices Plans, Reports and Studies Report an Issue Tax Sales Tenders and RFPs View More... I Want To I Want To... Close I Want To menu Apply or Register Address ChangeTenders and RFPsBuilding PermitsRecreationRoad PermitsSeptic Systems Pay Facility RentalsParkingProperty Taxes Get Involved Council MeetingsPublic NoticesReport an IssueSpeaking Before CouncilVolunteer Firefighter Recruitment Search Contact Us Decrease text size Default text size Increase text size Print This Page Facebook Twitter Pinterest LinkedIn Email Menu Subscribe Search First Name* Last Name* Email* Confirm Email* News Stay up-to-date on Wainfleet news Accessibility Business Development Council General News Green Infrastructure Parks and Outdoor Spaces Public Engagement Public Notices Seasonal Notices Tourism Alerts Stay up-to-date on Wainfleet alerts Alerts Emergency Alert Banner Community Calendar Stay up-to-date on Wainfleet community events Arena Community Town Hall Council Calendar Stay up-to-date on Wainfleet council and committee meetings Committees Council Subscribe Clear Contact Us Subscribe to page updates A-Z Services: 31940 Highway #3 PO Box 40 Wainfleet, ON L0S 1V0 Phone: 905-899-3463 Fax: 905-899-2340 After-Hours Urgent Contact Region of Niagara Central Dispatch Phone: 905-984-3690 © 2020 Township of Wainfleet A-Z ServicesAccessibilityFreedom of InformationTerms of UseSitemapWebsite FeedbackCareersReport an IssueContact Us Designed by eSolutionsGroup Close Old Browser Notification Browser Compatibility Notification It appears you are trying to access this site using an outdated browser. As a result, parts of the site may not function properly for you. We recommend updating your browser to its most recent version at your earliest convenience."
