,crawl_date,domain,url,mime_type_web_server,mime_type_tika,language,content
196045,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13956,text/html,text/html,en,"The Grimsby Preparatory School for Young Boys: Lake Lodge, Grimsby, Ont. Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. The Grimsby Preparatory School for Young Boys: Lake Lodge, Grimsby, Ont. View/Open 4_10Lake_Lodge_Booklet.pdf (2.692Mb) Date n.d. Metadata Show full item record Abstract A booklet about Lake Lodge School titled ""The Grimsby Preparatory School for Young Boys"". It mentions ""the object of this school is to prepare young boys for admission to the High Schools and the larger boarding Schools. In addition to this they are trained to habits of morality, manliness and integrity, and are furnished a comfortable home free from evil influences."" There are also sections describing the following: course of study, religious instruction, record, prizes, athletics, cricket, fees, hours of study, sessions, vacation, and list of boys past and present. URI http://hdl.handle.net/10464/13956 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196047,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13932,text/html,text/html,en,"Photograph - Gordon, William, and Harold Drope Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Gordon, William, and Harold Drope View/Open 2_15Photo_Gordan_William_Harold_Dropep1.jpg (382.4Kb) 2_15Photo_Gordan_William_Harold_Dropep2.jpg (493.3Kb) Date n.d. Metadata Show full item record Abstract A copy of a photograph showing (from left to right) Gordon, William and Harold Drope. William Drope is seated in the centre with the boys standing on either side of him. URI http://hdl.handle.net/10464/13932 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196049,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13974,text/html,text/html,en,"Old Boys and Girls Reunion Edition - The Independent, 1921 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Old Boys and Girls Reunion Edition - The Independent, 1921 View/Open 4_28Old_Boys_Girlsp1.jpg (5.116Mb) 4_28Old_Boys_Girlsp2.jpg (6.936Mb) 4_28Old_Boys_Girlsp3.jpg (8.226Mb) 4_28Old_Boys_Girlsp4.jpg (6.999Mb) Date 1921-08-24 Metadata Show full item record Abstract An issue of Old Boys and Girls Reunion Edition - The Independent, focused on Grimsby, 24 August, 1921. The first page of the issue includes photographs of several men and brief descriptions of their roles in Grimsby Village. The men featured include: W.J. Drope, H. H. Marsh, William Mitchell, John H. Grout, W. F. Randall, Charles H. Bromley, David Allen, Lieut. J. A. M. Livingston, John C. Farrell. Inside are several photographs of ""scenes in and around Grimsby Village"". Some of the photographs included are: Factory Number 7 Dominion Canners, Village Inn, Plant of the Canadian Stoves, Grimsby Public School, Memorial Gates at Lake Lodge School, Hotel Grimsby, Canning Factory of the Grimsby Fruit Growers, Basket Factory and more. URI http://hdl.handle.net/10464/13974 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196051,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13930,text/html,text/html,en,"Photograph - J.W. Drope Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - J.W. Drope View/Open 2_15JW_Drope_Class1889.jpg (332.7Kb) Date 1889 Metadata Show full item record Abstract A photograph of J. W. ""Will"" Drope, Class of 1889, Victoria College. There is a note on the photograph that reads ""Uncle Will, mothers brother"" URI http://hdl.handle.net/10464/13930 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196202,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13948,text/html,text/html,en,"Photograph - Barn at Lake Lodge Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Barn at Lake Lodge View/Open 4_19Barn_Lake_Lodge.jpg (476.5Kb) 4_19Barn_Lake_Lodge_back.jpg (331.1Kb) Date n.d. Metadata Show full item record Abstract A photograph of a ""Barn at Lake Lodge used to house American prisoners during War of 1812"". Another note mentions that the barn will be dismantled to be replaced by a new one ""early 20th century"" URI http://hdl.handle.net/10464/13948 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196204,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13999,text/html,text/html,en,"Photograph - Cricket Team Lake Lodge School, 1922 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Cricket Team Lake Lodge School, 1922 View/Open O_15Cricket_Team1922p1.jpg (1.921Mb) O_15Cricket_Team1922p2.jpg (1.726Mb) Date 1922 Metadata Show full item record Abstract A photograph of the cricket team at Lake Lodge school in 1922. The individuals in the photograph are named: ""Back row - G. McKune, M. Lounsbury, T. Taylor, K. Joyner, C. Joyner, Front row - T. A. C. Jones, Esq, J. Morris (Captain), G. Foster, J. Barregar, G. Clapperton, M. Frankland, J. Atkins, C. Andrewes"". URI http://hdl.handle.net/10464/13999 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196206,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13998,text/html,text/html,en,"Photograph - Cricket Team Lake Lodge School, 1916 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Cricket Team Lake Lodge School, 1916 View/Open O_15Cricket_Team1916.jpg (1.836Mb) Date 1916 Metadata Show full item record Abstract A photograph of the cricket team in front of Lake Lodge School. There are eleven boys and three adults in the photograph. One of the adults appears to be W.J. Drope. URI http://hdl.handle.net/10464/13998 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196208,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13947,text/html,text/html,en,"Photograph - Lake Lodge Rowers Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Lake Lodge Rowers View/Open 4_19Rowing_Lake_Lodge1928p1.jpg (482.0Kb) 4_19Rowing_Lake_Lodge1928p2.jpg (539.3Kb) Date 1928 Metadata Show full item record Abstract A photograph of an 8 person team of rowers with one coxswain (Ron Wilford). There is a list of the rowers included: Coxswain Ron Wilford, Stroke Bert Arnott, 7. Tom Rymer, 6. Bill Thom, 5. Al Evans, 4. Herbert Hawley, 3. Freddy Fidler, 2. Carl Warner, Bow Harry Harper. URI http://hdl.handle.net/10464/13947 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196210,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13950,text/html,text/html,en,"Photograph - Cricket Team Lake Lodge School, 1908 Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Cricket Team Lake Lodge School, 1908 View/Open 4_19Cricket_team_Lake_Lodge1908p1.jpg (222.3Kb) 4_19Cricket_team_Lake_Lodge1908p2.jpg (308.1Kb) Date 1908 Metadata Show full item record Abstract A photograph of the junior Lake Lodge School cricket team, 1908. On the reverse of the photograph are some of the names of the team. There is also a caption that reads ""Lake Lodge School Junior Cricket Team 1908. Picture taken by Mr. Drope at Gran Trunk Railway Station, Grimsby, while waiting for train to St. Catharines for game with Ridley. Back Row: Harold Drope, Mrs. Drope, Archibald Minhinic, Burns, Billy Bailey, Willison Nelles, Cyril Pinney, White, Stewart. Front Row: Gordon Drope, Bailey (Mascot), Lawrence Clubb, 'Mose' Stewart, Allen Nelles."" URI http://hdl.handle.net/10464/13950 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196212,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13952,text/html,text/html,en,"Photograph - Lake Lodge Hockey Team Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Lake Lodge Hockey Team View/Open 4_18Lake_Lodge_Hockey.jpg (261.9Kb) Date n.d. Metadata Show full item record Abstract A photograph of the Lake Lodge hockey team. The photograph features, H. Cope, W. Page, W. Parker, F. Lindsay, V. Woodhall, E.H. Hull, W. Reynolds, W. Shore, R. Timms and D. Owen. URI http://hdl.handle.net/10464/13952 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196214,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13953,text/html,text/html,en,"Photograph -  Lake Lodge Choir Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Lake Lodge Choir View/Open 4_18Lake_Lodge_Choir.jpg (347.5Kb) Date n.d. Metadata Show full item record Abstract A photograph of the Lake Lodge School Choir. URI http://hdl.handle.net/10464/13953 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196216,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13951,text/html,text/html,en,"Photograph - Lake Lodge School Cadets Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Photograph - Lake Lodge School Cadets View/Open 4_18Lake_Lodge_Cadets.jpg (421.7Kb) Date 1930s Metadata Show full item record Abstract A photograph of some Lake Lodge cadets. The photograph is from the early 1930s before the school closed in 1933 due to the depression. URI http://hdl.handle.net/10464/13951 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196218,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13959,text/html,text/html,en,"Two Lake Lodge School Crests Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Two Lake Lodge School Crests View/Open 4_10Lake_Lodge_Crest1.jpg (178.6Kb) 4_10Lake_Lodge_Crest2.jpg (197.4Kb) Date n.d. Metadata Show full item record Abstract 2 felt Lake Lodge crests [the crest is made up of a shield divided into 4 parts by a blue cross. The upper left section contains an open Bible which signified a close connection to the church. The upper right contains a hockey stick and other sports symbols signifying the major sports in which the school participated. The lower right bears the lamp of knowledge and the lower left bears a maple leaf representing purity and a patriotic sentiment toward the country. The scroll at the bottom contains the Latin inscription “Industria Omnia Vincit” meaning work conquers all.], URI http://hdl.handle.net/10464/13959 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196220,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13942,text/html,text/html,en,"Lake Lodge School Entrance Report - Gladys Drope Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item Repository Home Archives & Special Collections Archival Resources William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Lake Lodge School Entrance Report - Gladys Drope View/Open 3_1Gladys_Entrance_Lake_Lodge.jpg (1.347Mb) Date n.d. Metadata Show full item record Abstract The entrance report of Gladys Drope for Lake Lodge School (all boys school). URI http://hdl.handle.net/10464/13942 Collections William Henry Nelles Hull Family Fonds, 1794-2013, n.d. RG 667 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196302,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/13493,text/html,text/html,en,"Women’s Literary Club of St. Catharines Fonds 1892-1996, n.d. (non-inclusive) RG 18 Toggle navigation Login Toggle navigation Women’s Literary Club of St. Catharines Fonds 1892-1996, n.d. (non-inclusive) RG 18 Repository Home Archives & Special Collections Archival Resources Women’s Literary Club of St. Catharines Fonds 1892-1996, n.d. (non-inclusive) RG 18 Repository Home Archives & Special Collections Archival Resources Women’s Literary Club of St. Catharines Fonds 1892-1996, n.d. (non-inclusive) RG 18 JavaScript is disabled for your browser. Some features of this site may not work without it. Women’s Literary Club of St. Catharines Fonds 1892-1996, n.d. (non-inclusive) RG 18 Browse by By Issue DateAuthorsTitlesSubjects Search within this collection: Go The Women's Literary Club of St. Catharines was founded in 1892 by a local author, Emma Harvey (Mrs. J.G.) Currie (1829-1913) and held its last official meeting on February 19, 1994. After more than one hundred successful years, the last members of the club deposited their archives at Brock University for the benefit of researchers, scholars and the larger community. The object of the club was “the promotion of literary pursuits.” The club was a non-profit social organization composed of women from the St. Catharines and surrounding areas. Club meetings were traditionally held biweekly from March to December each year. The last meeting of the year was a celebration of the club’s anniversary. The early meetings of the club included papers which were presented and music which was performed by Club members. The literary pursuits that would dominate the agendas for the entire life of the Club reflected an interest in selected authors, national and local history, classical history, musical performance and newsworthy events. Within the first year of the club’s existence, detailed minute books became the norm and an annual agenda or programme developed. The WLC collection contains a fairly complete set of meeting minutes from 1892 until 1995 and a comprehensive collection of yearly programs from 1883-1986 which members took great care to publish each year. Mrs. Currie brought together a group of women with a shared interest in literature and history who wanted to pursue that interest in a formal and structured manner. She was well educated and influenced at an early age by her tutor and mentor William Kirby, local historian, writer and newspaper editor from Niagara-on-the-Lake. While Currie’s private education influenced her love of literature and history, the club movement of the 1890’s offered a more public forum for her to share knowledge with other women. Mrs. Currie was the wife of a St. Catharines lawyer, James G. Currie, who also served as a Member of Parliament for the County of Lincoln. Mrs. W.H. McClive, who was also married to a St. Catharines lawyer, worked closely with Currie and they began research the possibility of forming a literary club in St. Catharines. Currie corresponded with a variety of literary clubs across North America before she and Mrs. McClive decided that they might like to begin their own club. They published A Clarion call for Women of St. Catharines to Form a Literary Club. This was published in The St. Catharines Evening Journal in 1892. The early years of the WLC set the foundation of how the club meetings and events would unfold for the next 80 plus years. Photos and minutes from the first ten years reveal an excitement and interest in organized club outings. One particular event, an annual pilgrimage to the homestead of Laura Secord, became a yearly celebration for the club. Mrs. Currie’s own personal work on Laura Secord amplified the club’s interest in the ‘heroine of 1812’ and she allocated the profits from her publication on Secord in order to create a commemorative plaque/monument in the name of Laura Secord. The club celebrated this event with a regular pilgrimage to this site. The connection felt by club members and this memorial would continue right up until the club’s last meetings. Isabel McComb Brighty became a member of the club in 1903. In 1933, she took over as club president, and held that position until her death in 1941. Similar to Mrs. Currie, Brighty was a local historian and published 2 booklets on local history. Her obituary indicates her position in the community as an author and involved community member committed to lifetime memberships in the Imperial Order of Daughters of Empire (I.O.D.E.), the National Organization of Women (N.O.W.) and the United Empire Loyalist Society. She was a teacher of elocution and a devoted researcher of Upper Canadian history. In a club scrapbook dedicated to her, the biographical sketch illustrates the professionalism surrounding Brighty. The focus is on her literary works, her published essay, booklets and poetry. This professional focus and diversity exemplifies the interests of these women, especially in their roles outside of the home. Club presidents included: Mrs. W.H. McClive 1892-1899 Mrs. D.W. Bixby 1899-1923 Mrs. D. M. Walker 1923-1931 Miss J. Huff 1931-1933 Mrs. James (Isabel) Brighty 1933-1941 Mrs. Geo. Montgomery 1941-1949 Mrs. F. Haynes 1949-1951 Mrs. W.H. Watkins 1951 Mrs. G.M. Armstrong 1951-1953 Mrs. John Peirson 1953-1954 Mrs. F.C. Haynes 1954-9155 Mrs. Geo. Appleford 1955-1958 Mrs. John Marshall 1958-1960 Mrs. L.A. Plumley 1960-1963 Miss Doris McCrea 1964-1967 Mrs. Fred G. Eller 1968-1979 Miss Doris Bates 1980-1983 Mrs. John (Alma) Chernishenko 1984-1994 View the Women's Literary Club of St. Catharines Fonds finding aid here: https://dr.library.brocku.ca/bitstream/id/60604/Women's%20Literary%20Club%20of%20St.%20Catharines%20-%20RG%2018.pdf Recent Submissions Scrapbook mainly Literary Club clippings and some correspondence, 1891-1980 (non-inclusive) ﻿ Unknown author (1891) Scrapbook [unknown author] containing mainly Literary Club clippings and some correspondence, 1891-1980 (non-inclusive). Included is a photograph of Mrs. Currie, founder of the Women's Literary Club of St. Catharines. ... Photograph - Women on Stone Wall ﻿ Unknown author (n.d.) A photograph of a group of women sitting on and in front of a stone wall. There are also a few small children in the group. Photograph - Group of women ﻿ Unknown author (n.d.) A photograph of a group of nine women standing on a stairwell. Photographs - Laura Secord Homestead ﻿ Unknown author (1972-05-13) Photographs at the restored Laura Secord Homestead. On of the photographs reads the following on the reverse: ""At Laura Secord Home May 13, 1972. Preview of restored Homestead. Meredith Stewart, Mrs. G.M. Armstrong ... The Women's Literary Club of St. Catharines 100th Birthday Celebration ﻿ Women's Literary Club (1992-12-04) A programme for the 100th birthday celebration of The Women's Literary Club of St. Catharines 1892-1992. The Women's Literary Club of St. Catharines Highlights of Our 80th Year ﻿ Stevens, Elsie M. (1972) A four page document of the highlights of the 80th year of The Women's Literary Club of St. Catharines. Women's Literary Club Programme 1964-1965 ﻿ Women's Literary Club (1964) A programme for the Women's Literary Club 1964-1965. Women's Literary Club Programme 1955-1956 ﻿ Women's Literary Club (1955) A programme for the Women's Literary Club 1955-1956. Women's Literary Club Programme 1949-1950 ﻿ Women's Literary Club (1949) A programme for the Women's Literary Club 1949-1950. Women's Literary Club Programme 1942 ﻿ Women's Literary Club (1942) A programme for the Women's Literary Club 1942. Women's Literary Club Programme 1929-1930 ﻿ Women's Literary Club (1929) A programme for the Women's Literary Club 1929-1930. Women's Literary Club Programme 1914-1915 ﻿ Women's Literary Club (1914) A programme for the Women's Literary Club 1914-1915. Women's Literary Club Programme 1909-1910 ﻿ Women's Literary Club (1909) A programme for the Women's Literary Club 1909-1910. Women's Literary Club Programme 1894-1895 ﻿ Women's Literary Club (1894) A programme for the Women's Literary Club 1894-1895. Women's Literary Club Programme 1897-1898 ﻿ Women's Literary Club (1897) A programme for the Women's Literary Club 1897-1898. Poem ""Arrayed in Wampum"" ﻿ Robb, Wallace Havelock (1955) A handwritten copy of ""Arrayed in Wampum"" by Wallace Havelock Robb. The climax of the poem is dedicated to the St. Catharines Women’s Literary Club. There are 2 wax seals on the poem. The poem is signed by the poet,1955. Photograph - Women’s Literary Club at the country home of Dr. Louis Blake Duff in Short Hills ﻿ Unknown author (1949) Panoramic photograph of 15 members from the Women’s Literary Club and their friends at the country home of Dr. Louis Blake Duff in Short Hills. A chart of names is included, 1949. ""Present were: Dr. Duff, Mrs. Gorman, ... Photograph - Ladies Literary Club Picnic Niagara on the Lake, 23 June 1936 ﻿ Unknown author (1936-06-23) Panoramic photograph of the Women’s Literary Club Picnic at Niagara on the Lake. Some names are listed on back, June 23, 1936. Women’s Literary Club crest ﻿ Armstrong, Beatrice Martha (1948) Women’s Literary Club crest measuring 25 cm. x 35 cm. designed by Beatrice Martha Armstrong, June, 1948. Scrapbook - Wallace Havelock Robb ﻿ Stevens, E. (1951-1975) Scrapbook on Wallace Havelock Robb compiled by E. Stevens. The scrapbook is filled with a number of clippings as well as an article written by Elva B. Marshall. A great deal of correspondence is included as well as poetry ... View more Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Discover AuthorWomen's Literary Club (10)Stevens, E. (2)Armstrong, Beatrice Martha (1)Eller, M.I. (1)Robb, Wallace Havelock (1)Stevens, Elsie M. (1)SubjectClubs -- Ontario -- St. Catharines. (16)Women -- Ontario -- St. Catharines -- Societies and clubs. (16)Image (6)Photograph (5)Images (2)Correspondence (1)Currie, Emma A. (Emma Augusta), 1829-1913. (1)Newspapers (1)Photographs (1)Poetry (1)... View MoreDate Issued1900 - 1992 (16)1891 - 1899 (3) Statistics View Usage Statistics RSS Feeds RSS 1.0RSS 2.0Atom Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
196609,20200824,dr.library.brocku.ca,https://dr.library.brocku.ca/handle/10464/6200,text/html,text/html,en,"Diagram of a Horse Toggle navigation Login Toggle navigation View Item Repository Home Archives & Special Collections Archival Resources Dorothy Rungeling fonds RG 517 View Item Repository Home Archives & Special Collections Archival Resources Dorothy Rungeling fonds RG 517 View Item JavaScript is disabled for your browser. Some features of this site may not work without it. Diagram of a Horse View/Open HorseDiagram.jpg (2.499Mb) Date 1940s Author Rungeling, Dorothy Metadata Show full item record Abstract A diagram of a horse, labelled and illustrated by Dorothy Rungeling. URI http://hdl.handle.net/10464/6200 Collections Dorothy Rungeling fonds RG 517 Brock University | Copyright © 2006-2015 Contact Us | Send Feedback Search Everything This Collection Browse All of DSpaceCommunities & CollectionsBy Issue DateAuthorsTitlesSubjectsThis CollectionBy Issue DateAuthorsTitlesSubjects My Account LoginRegister Statistics View Usage Statistics Brock University | Copyright © 2006-2015 Contact Us | Send Feedback"
